,bank.type,bank.value,bankLabel.xml:lang,bankLabel.type,bankLabel.value,countryLabel.xml:lang,countryLabel.type,countryLabel.value,instanceLabel.xml:lang,instanceLabel.type,instanceLabel.value,viafid.type,viafid.value,deathyear.datatype,deathyear.type,deathyear.value,website.type,website.value,bankDescription.xml:lang,bankDescription.type,bankDescription.value,bankAltLabel.xml:lang,bankAltLabel.type,bankAltLabel.value,twitter.type,twitter.value,isin.type,isin.value,gid.type,gid.value,permid.type,permid.value,parent.type,parent.value,lei.type,lei.value
363,uri,http://www.wikidata.org/entity/Q2335199,en,literal,Macro Bank,en,literal,Argentina,en,literal,bank,,,,,,uri,https://www.macro.com.ar/,en,literal,Argentinian private banking company,es,literal,"Banco Bisel, Banco del Tucuman, Banco del Tucumán, Banco Macro Bansud, Banco Suquia, Banco Suquía, Banco Tucuman, Banco Tucumán, Grupo Macro, Nuevo Banco Bisel",,,literal,US05961W1053,,,literal,4295856087,,,,
364,uri,http://www.wikidata.org/entity/Q2335199,en,literal,Macro Bank,en,literal,Argentina,en,literal,financial institution,,,,,,uri,https://www.macro.com.ar/,en,literal,Argentinian private banking company,es,literal,"Banco Bisel, Banco del Tucuman, Banco del Tucumán, Banco Macro Bansud, Banco Suquia, Banco Suquía, Banco Tucuman, Banco Tucumán, Grupo Macro, Nuevo Banco Bisel",,,literal,US05961W1053,,,literal,4295856087,,,,
365,uri,http://www.wikidata.org/entity/Q2335199,en,literal,Macro Bank,en,literal,Argentina,en,literal,public company,,,,,,uri,https://www.macro.com.ar/,en,literal,Argentinian private banking company,es,literal,"Banco Bisel, Banco del Tucuman, Banco del Tucumán, Banco Macro Bansud, Banco Suquia, Banco Suquía, Banco Tucuman, Banco Tucumán, Grupo Macro, Nuevo Banco Bisel",,,literal,US05961W1053,,,literal,4295856087,,,,
366,uri,http://www.wikidata.org/entity/Q2335199,en,literal,Macro Bank,en,literal,Argentina,en,literal,business,,,,,,uri,https://www.macro.com.ar/,en,literal,Argentinian private banking company,es,literal,"Banco Bisel, Banco del Tucuman, Banco del Tucumán, Banco Macro Bansud, Banco Suquia, Banco Suquía, Banco Tucuman, Banco Tucumán, Grupo Macro, Nuevo Banco Bisel",,,literal,US05961W1053,,,literal,4295856087,,,,
367,uri,http://www.wikidata.org/entity/Q2335199,en,literal,Macro Bank,en,literal,Argentina,en,literal,enterprise,,,,,,uri,https://www.macro.com.ar/,en,literal,Argentinian private banking company,es,literal,"Banco Bisel, Banco del Tucuman, Banco del Tucumán, Banco Macro Bansud, Banco Suquia, Banco Suquía, Banco Tucuman, Banco Tucumán, Grupo Macro, Nuevo Banco Bisel",,,literal,US05961W1053,,,literal,4295856087,,,,
368,uri,http://www.wikidata.org/entity/Q2423252,en,literal,Banco Itaú Corpbanca,en,literal,Chile,en,literal,bank,,,,,,uri,http://banco.itau.cl/,en,literal,Chilean subsidiary of Brazilian banking institution,es,literal,"Itaú, Corpbanca",literal,corpbanca,,,,,,,uri,http://www.wikidata.org/entity/Q1424293,,
369,uri,http://www.wikidata.org/entity/Q2423252,en,literal,Banco Itaú Corpbanca,en,literal,Chile,en,literal,financial institution,,,,,,uri,http://banco.itau.cl/,en,literal,Chilean subsidiary of Brazilian banking institution,es,literal,"Itaú, Corpbanca",literal,corpbanca,,,,,,,uri,http://www.wikidata.org/entity/Q1424293,,
370,uri,http://www.wikidata.org/entity/Q2423252,en,literal,Banco Itaú Corpbanca,en,literal,Chile,en,literal,public company,,,,,,uri,http://banco.itau.cl/,en,literal,Chilean subsidiary of Brazilian banking institution,es,literal,"Itaú, Corpbanca",literal,corpbanca,,,,,,,uri,http://www.wikidata.org/entity/Q1424293,,
371,uri,http://www.wikidata.org/entity/Q2423252,en,literal,Banco Itaú Corpbanca,en,literal,Chile,en,literal,business,,,,,,uri,http://banco.itau.cl/,en,literal,Chilean subsidiary of Brazilian banking institution,es,literal,"Itaú, Corpbanca",literal,corpbanca,,,,,,,uri,http://www.wikidata.org/entity/Q1424293,,
372,uri,http://www.wikidata.org/entity/Q2819053,en,literal,ACLEDA Bank,en,literal,Cambodia,en,literal,bank,literal,122522324,,,,uri,http://www.acledabank.com.kh/kh/eng,en,literal,Cambodian bank,fr,literal,"ACLEDA, Banque ACLEDA",,,,,,,,,,,,
373,uri,http://www.wikidata.org/entity/Q2819053,en,literal,ACLEDA Bank,en,literal,Cambodia,en,literal,business,literal,122522324,,,,uri,http://www.acledabank.com.kh/kh/eng,en,literal,Cambodian bank,fr,literal,"ACLEDA, Banque ACLEDA",,,,,,,,,,,,
374,uri,http://www.wikidata.org/entity/Q2835558,en,literal,Interbank,en,literal,Peru,en,literal,bank,,,,,,uri,http://www.interbank.com.pe/,en,literal,Peruvian provider of financial services,,,,literal,interbank,,,,,,,,,,
375,uri,http://www.wikidata.org/entity/Q2835558,en,literal,Interbank,en,literal,Peru,en,literal,financial institution,,,,,,uri,http://www.interbank.com.pe/,en,literal,Peruvian provider of financial services,,,,literal,interbank,,,,,,,,,,
376,uri,http://www.wikidata.org/entity/Q2835558,en,literal,Interbank,en,literal,Peru,en,literal,business,,,,,,uri,http://www.interbank.com.pe/,en,literal,Peruvian provider of financial services,,,,literal,interbank,,,,,,,,,,
377,uri,http://www.wikidata.org/entity/Q2835558,en,literal,Interbank,en,literal,Peru,en,literal,enterprise,,,,,,uri,http://www.interbank.com.pe/,en,literal,Peruvian provider of financial services,,,,literal,interbank,,,,,,,,,,
378,uri,http://www.wikidata.org/entity/Q2882071,en,literal,Banco Hipotecario,en,literal,Argentina,en,literal,bank,literal,130779725,,,,uri,http://www.hipotecario.com.ar/,en,literal,Argentine bank,es,literal,"Banco Hipotecario Nacional, BHN",,,,,,,,,,,,
379,uri,http://www.wikidata.org/entity/Q2882071,en,literal,Banco Hipotecario,en,literal,Argentina,en,literal,business,literal,130779725,,,,uri,http://www.hipotecario.com.ar/,en,literal,Argentine bank,es,literal,"Banco Hipotecario Nacional, BHN",,,,,,,,,,,,
380,uri,http://www.wikidata.org/entity/Q2882071,en,literal,Banco Hipotecario,en,literal,Argentina,en,literal,enterprise,literal,130779725,,,,uri,http://www.hipotecario.com.ar/,en,literal,Argentine bank,es,literal,"Banco Hipotecario Nacional, BHN",,,,,,,,,,,,
381,uri,http://www.wikidata.org/entity/Q2882078,en,literal,Patagonia Bank,en,literal,Argentina,en,literal,bank,,,,,,uri,http://www.bancopatagonia.com.ar,en,literal,Argentine commercial bank headquartered in Buenos Aires,,,,literal,banco_patagonia,,,,,,,,,,
382,uri,http://www.wikidata.org/entity/Q2882078,en,literal,Patagonia Bank,en,literal,Argentina,en,literal,financial institution,,,,,,uri,http://www.bancopatagonia.com.ar,en,literal,Argentine commercial bank headquartered in Buenos Aires,,,,literal,banco_patagonia,,,,,,,,,,
383,uri,http://www.wikidata.org/entity/Q2882078,en,literal,Patagonia Bank,en,literal,Argentina,en,literal,public company,,,,,,uri,http://www.bancopatagonia.com.ar,en,literal,Argentine commercial bank headquartered in Buenos Aires,,,,literal,banco_patagonia,,,,,,,,,,
384,uri,http://www.wikidata.org/entity/Q2882078,en,literal,Patagonia Bank,en,literal,Argentina,en,literal,business,,,,,,uri,http://www.bancopatagonia.com.ar,en,literal,Argentine commercial bank headquartered in Buenos Aires,,,,literal,banco_patagonia,,,,,,,,,,
385,uri,http://www.wikidata.org/entity/Q2882085,en,literal,Bank of Chile,en,literal,Chile,en,literal,bank,literal,158304014,,,,uri,http://www.bancochile.cl/,en,literal,Chilean bank and financial services company,en,literal,Banco De Chile,literal,bancodechile,,,,,,,,,,
386,uri,http://www.wikidata.org/entity/Q2882085,en,literal,Bank of Chile,en,literal,Chile,en,literal,public company,literal,158304014,,,,uri,http://www.bancochile.cl/,en,literal,Chilean bank and financial services company,en,literal,Banco De Chile,literal,bancodechile,,,,,,,,,,
387,uri,http://www.wikidata.org/entity/Q2882085,en,literal,Bank of Chile,en,literal,Chile,en,literal,business,literal,158304014,,,,uri,http://www.bancochile.cl/,en,literal,Chilean bank and financial services company,en,literal,Banco De Chile,literal,bancodechile,,,,,,,,,,
388,uri,http://www.wikidata.org/entity/Q2882085,en,literal,Bank of Chile,en,literal,Chile,en,literal,enterprise,literal,158304014,,,,uri,http://www.bancochile.cl/,en,literal,Chilean bank and financial services company,en,literal,Banco De Chile,literal,bancodechile,,,,,,,,,,
389,uri,http://www.wikidata.org/entity/Q2882644,en,literal,Poštanska štedionica,en,literal,Serbia,en,literal,bank,,,,,,uri,http://www.posted.co.rs,en,literal,Serbian banking and financial services company,en,literal,Banka Poštanska štedionica,,,,,,,,,,,,
390,uri,http://www.wikidata.org/entity/Q2882644,en,literal,Poštanska štedionica,en,literal,Serbia,en,literal,business,,,,,,uri,http://www.posted.co.rs,en,literal,Serbian banking and financial services company,en,literal,Banka Poštanska štedionica,,,,,,,,,,,,
391,uri,http://www.wikidata.org/entity/Q2882644,en,literal,Poštanska štedionica,en,literal,Serbia,en,literal,enterprise,,,,,,uri,http://www.posted.co.rs,en,literal,Serbian banking and financial services company,en,literal,Banka Poštanska štedionica,,,,,,,,,,,,
392,uri,http://www.wikidata.org/entity/Q2883031,en,literal,BADR,en,literal,Algeria,en,literal,bank,,,,,,uri,https://badrbanque.dz,en,literal,Banks in Algeria,fr,literal,BADR,,,,,literal,/g/11h1sqvwy,,,,,,
393,uri,http://www.wikidata.org/entity/Q2883031,en,literal,BADR,en,literal,Algeria,en,literal,business,,,,,,uri,https://badrbanque.dz,en,literal,Banks in Algeria,fr,literal,BADR,,,,,literal,/g/11h1sqvwy,,,,,,
394,uri,http://www.wikidata.org/entity/Q2883410,en,literal,National Bank of Algeria,en,literal,Algeria,en,literal,bank,literal,144861915,,,,uri,http://www.bna.dz/,en,literal,Algerian commercial bank,en,literal,BNA,,,,,literal,/g/121c9z0b,,,,,,
395,uri,http://www.wikidata.org/entity/Q2883410,en,literal,National Bank of Algeria,en,literal,Algeria,en,literal,commercial bank,literal,144861915,,,,uri,http://www.bna.dz/,en,literal,Algerian commercial bank,en,literal,BNA,,,,,literal,/g/121c9z0b,,,,,,
396,uri,http://www.wikidata.org/entity/Q2883410,en,literal,National Bank of Algeria,en,literal,Algeria,en,literal,business,literal,144861915,,,,uri,http://www.bna.dz/,en,literal,Algerian commercial bank,en,literal,BNA,,,,,literal,/g/121c9z0b,,,,,,
397,uri,http://www.wikidata.org/entity/Q2931752,en,literal,CNEP-Bank,en,literal,Algeria,en,literal,bank,,,,,,uri,http://www.cnepbanque.dz,en,literal,Algerian bank,en,literal,CNEP-Banque,,,,,literal,/g/1235knlh,,,,,,
398,uri,http://www.wikidata.org/entity/Q2931752,en,literal,CNEP-Bank,en,literal,Algeria,en,literal,business,,,,,,uri,http://www.cnepbanque.dz,en,literal,Algerian bank,en,literal,CNEP-Banque,,,,,literal,/g/1235knlh,,,,,,
399,uri,http://www.wikidata.org/entity/Q3072956,en,literal,First National Bank,en,literal,South Africa,en,literal,bank,literal,306390329,,,,uri,https://www.fnb.co.za/,en,literal,bank of South Africa,en,literal,FNB,literal,FNBSA,,,,,,,,,,
400,uri,http://www.wikidata.org/entity/Q3488280,fr,literal,Société franco-tunisienne de banque et de crédit,en,literal,Tunisia,en,literal,bank,,,http://www.w3.org/2001/XMLSchema#integer,literal,2002,,,fr,literal,banque tunisienne,fr,literal,Société Franco-Tunisienne de Banque et de Crédit,,,,,literal,/g/121pkqrn,,,,,,
401,uri,http://www.wikidata.org/entity/Q188567,en,literal,Grameen Bank,en,literal,Bangladesh,en,literal,bank,literal,129031176,,,,uri,http://www.grameen.com,en,literal,microfinance organization and community development bank,de,literal,Grameen-Bank,literal,grameenbank,,,,,,,,,,
402,uri,http://www.wikidata.org/entity/Q188567,en,literal,Grameen Bank,en,literal,Bangladesh,en,literal,business,literal,129031176,,,,uri,http://www.grameen.com,en,literal,microfinance organization and community development bank,de,literal,Grameen-Bank,literal,grameenbank,,,,,,,,,,
403,uri,http://www.wikidata.org/entity/Q188822,en,literal,Asian Development Bank,en,literal,Philippines,en,literal,bank,literal,135648461,,,,uri,https://www.adb.org/,en,literal,regional development bank,en,literal,ADB,literal,adb_hq,,,,,,,,,,
404,uri,http://www.wikidata.org/entity/Q188822,en,literal,Asian Development Bank,en,literal,Philippines,en,literal,research institute,literal,135648461,,,,uri,https://www.adb.org/,en,literal,regional development bank,en,literal,ADB,literal,adb_hq,,,,,,,,,,
405,uri,http://www.wikidata.org/entity/Q188822,en,literal,Asian Development Bank,en,literal,Philippines,en,literal,public company,literal,135648461,,,,uri,https://www.adb.org/,en,literal,regional development bank,en,literal,ADB,literal,adb_hq,,,,,,,,,,
406,uri,http://www.wikidata.org/entity/Q188822,en,literal,Asian Development Bank,en,literal,Philippines,en,literal,international financial institution,literal,135648461,,,,uri,https://www.adb.org/,en,literal,regional development bank,en,literal,ADB,literal,adb_hq,,,,,,,,,,
407,uri,http://www.wikidata.org/entity/Q188822,en,literal,Asian Development Bank,en,literal,Philippines,en,literal,business,literal,135648461,,,,uri,https://www.adb.org/,en,literal,regional development bank,en,literal,ADB,literal,adb_hq,,,,,,,,,,
408,uri,http://www.wikidata.org/entity/Q188822,en,literal,Asian Development Bank,en,literal,Philippines,en,literal,development bank,literal,135648461,,,,uri,https://www.adb.org/,en,literal,regional development bank,en,literal,ADB,literal,adb_hq,,,,,,,,,,
409,uri,http://www.wikidata.org/entity/Q549445,en,literal,Banque de Tunisie,en,literal,Tunisia,en,literal,bank,literal,153899462,,,,uri,http://www.bt.com.tn/,en,literal,Tunisian bank,,,,,,,,,,,,,,,
410,uri,http://www.wikidata.org/entity/Q690739,en,literal,Arab International Bank of Tunisia,en,literal,Tunisia,en,literal,bank,,,,,,uri,http://www.biat.com.tn/,en,literal,Tunisian Bank,en,literal,Banque Internationale Arabe de Tunisie,,,,,,,,,,,,
411,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,en,literal,Thailand,en,literal,bank,literal,146028748,,,,uri,http://www.bangkokbank.com/,en,literal,financial institution in Thailand,en,literal,Bangkok Bank Public Company Limited,literal,BangkokBankNEWS,literal,TH0001010014,,,literal,4295893055,,,,
412,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,en,literal,Thailand,en,literal,financial institution,literal,146028748,,,,uri,http://www.bangkokbank.com/,en,literal,financial institution in Thailand,en,literal,Bangkok Bank Public Company Limited,literal,BangkokBankNEWS,literal,TH0001010014,,,literal,4295893055,,,,
413,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,en,literal,Thailand,en,literal,commercial bank,literal,146028748,,,,uri,http://www.bangkokbank.com/,en,literal,financial institution in Thailand,en,literal,Bangkok Bank Public Company Limited,literal,BangkokBankNEWS,literal,TH0001010014,,,literal,4295893055,,,,
414,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,en,literal,Thailand,en,literal,public company,literal,146028748,,,,uri,http://www.bangkokbank.com/,en,literal,financial institution in Thailand,en,literal,Bangkok Bank Public Company Limited,literal,BangkokBankNEWS,literal,TH0001010014,,,literal,4295893055,,,,
415,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,en,literal,Thailand,en,literal,business,literal,146028748,,,,uri,http://www.bangkokbank.com/,en,literal,financial institution in Thailand,en,literal,Bangkok Bank Public Company Limited,literal,BangkokBankNEWS,literal,TH0001010014,,,literal,4295893055,,,,
416,uri,http://www.wikidata.org/entity/Q806483,en,literal,Bangkok Bank,en,literal,Thailand,en,literal,enterprise,literal,146028748,,,,uri,http://www.bangkokbank.com/,en,literal,financial institution in Thailand,en,literal,Bangkok Bank Public Company Limited,literal,BangkokBankNEWS,literal,TH0001010014,,,literal,4295893055,,,,
417,uri,http://www.wikidata.org/entity/Q806649,en,literal,Bank Windhoek,en,literal,Namibia,en,literal,bank,literal,156101282,,,,uri,http://www.bankwindhoek.com.na,en,literal,company,,,,literal,bankwindhoek,,,,,,,,,,
418,uri,http://www.wikidata.org/entity/Q806649,en,literal,Bank Windhoek,en,literal,Namibia,en,literal,credit institution,literal,156101282,,,,uri,http://www.bankwindhoek.com.na,en,literal,company,,,,literal,bankwindhoek,,,,,,,,,,
419,uri,http://www.wikidata.org/entity/Q806649,en,literal,Bank Windhoek,en,literal,Namibia,en,literal,business,literal,156101282,,,,uri,http://www.bankwindhoek.com.na,en,literal,company,,,,literal,bankwindhoek,,,,,,,,,,
420,uri,http://www.wikidata.org/entity/Q806649,en,literal,Bank Windhoek,en,literal,Namibia,en,literal,enterprise,literal,156101282,,,,uri,http://www.bankwindhoek.com.na,en,literal,company,,,,literal,bankwindhoek,,,,,,,,,,
421,uri,http://www.wikidata.org/entity/Q930225,en,literal,Ecobank,en,literal,Togo,en,literal,bank,,,,,,uri,http://www.ecobank.com/,en,literal,pan-African banking conglomerate,en,literal,Ecobank Transnational Inc.,literal,GroupEcobank,,,,,,,,,,
422,uri,http://www.wikidata.org/entity/Q930225,en,literal,Ecobank,en,literal,Togo,en,literal,financial institution,,,,,,uri,http://www.ecobank.com/,en,literal,pan-African banking conglomerate,en,literal,Ecobank Transnational Inc.,literal,GroupEcobank,,,,,,,,,,
423,uri,http://www.wikidata.org/entity/Q930225,en,literal,Ecobank,en,literal,Togo,en,literal,business,,,,,,uri,http://www.ecobank.com/,en,literal,pan-African banking conglomerate,en,literal,Ecobank Transnational Inc.,literal,GroupEcobank,,,,,,,,,,
424,uri,http://www.wikidata.org/entity/Q930225,en,literal,Ecobank,en,literal,Togo,en,literal,enterprise,,,,,,uri,http://www.ecobank.com/,en,literal,pan-African banking conglomerate,en,literal,Ecobank Transnational Inc.,literal,GroupEcobank,,,,,,,,,,
425,uri,http://www.wikidata.org/entity/Q1003180,en,literal,Bank for Investment and Development of Vietnam,en,literal,Vietnam,en,literal,bank,literal,124502636,,,,uri,http://www.bidv.com.vn/,en,literal,Vietnamese state-owned bank,en,literal,BIDV,literal,bidv,,,,,,,,,,
426,uri,http://www.wikidata.org/entity/Q1003180,en,literal,Bank for Investment and Development of Vietnam,en,literal,Vietnam,en,literal,financial institution,literal,124502636,,,,uri,http://www.bidv.com.vn/,en,literal,Vietnamese state-owned bank,en,literal,BIDV,literal,bidv,,,,,,,,,,
427,uri,http://www.wikidata.org/entity/Q1003180,en,literal,Bank for Investment and Development of Vietnam,en,literal,Vietnam,en,literal,business,literal,124502636,,,,uri,http://www.bidv.com.vn/,en,literal,Vietnamese state-owned bank,en,literal,BIDV,literal,bidv,,,,,,,,,,
428,uri,http://www.wikidata.org/entity/Q1657971,en,literal,Philippine National Bank,en,literal,Philippines,en,literal,bank,literal,126094912,,,,uri,https://www.pnb.com.ph/,en,literal,one of the largest banks in the Philippines,en,literal,PNB,literal,PNBPH,literal,PHY7027H1583,,,,,,,,
429,uri,http://www.wikidata.org/entity/Q1657971,en,literal,Philippine National Bank,en,literal,Philippines,en,literal,financial institution,literal,126094912,,,,uri,https://www.pnb.com.ph/,en,literal,one of the largest banks in the Philippines,en,literal,PNB,literal,PNBPH,literal,PHY7027H1583,,,,,,,,
430,uri,http://www.wikidata.org/entity/Q1657971,en,literal,Philippine National Bank,en,literal,Philippines,en,literal,credit institution,literal,126094912,,,,uri,https://www.pnb.com.ph/,en,literal,one of the largest banks in the Philippines,en,literal,PNB,literal,PNBPH,literal,PHY7027H1583,,,,,,,,
431,uri,http://www.wikidata.org/entity/Q1657971,en,literal,Philippine National Bank,en,literal,Philippines,en,literal,business,literal,126094912,,,,uri,https://www.pnb.com.ph/,en,literal,one of the largest banks in the Philippines,en,literal,PNB,literal,PNBPH,literal,PHY7027H1583,,,,,,,,
432,uri,http://www.wikidata.org/entity/Q1925799,en,literal,Metropolitan Bank and Trust Company,en,literal,Philippines,en,literal,bank,literal,131686117,,,,uri,http://www.metrobank.com.ph,en,literal,bank in the Philippines,en,literal,Metrobank,literal,Metrobank,,,,,,,,,,
433,uri,http://www.wikidata.org/entity/Q1925799,en,literal,Metropolitan Bank and Trust Company,en,literal,Philippines,en,literal,financial institution,literal,131686117,,,,uri,http://www.metrobank.com.ph,en,literal,bank in the Philippines,en,literal,Metrobank,literal,Metrobank,,,,,,,,,,
434,uri,http://www.wikidata.org/entity/Q1925799,en,literal,Metropolitan Bank and Trust Company,en,literal,Philippines,en,literal,credit institution,literal,131686117,,,,uri,http://www.metrobank.com.ph,en,literal,bank in the Philippines,en,literal,Metrobank,literal,Metrobank,,,,,,,,,,
435,uri,http://www.wikidata.org/entity/Q1925799,en,literal,Metropolitan Bank and Trust Company,en,literal,Philippines,en,literal,business,literal,131686117,,,,uri,http://www.metrobank.com.ph,en,literal,bank in the Philippines,en,literal,Metrobank,literal,Metrobank,,,,,,,,,,
436,uri,http://www.wikidata.org/entity/Q1925799,en,literal,Metropolitan Bank and Trust Company,en,literal,Philippines,en,literal,enterprise,literal,131686117,,,,uri,http://www.metrobank.com.ph,en,literal,bank in the Philippines,en,literal,Metrobank,literal,Metrobank,,,,,,,,,,
437,uri,http://www.wikidata.org/entity/Q2038986,en,literal,Siam Commercial Bank,en,literal,Thailand,en,literal,bank,literal,141972924,,,,uri,http://www.scb.co.th,en,literal,credit institution,en,literal,"Bank of Siam, Ngân hàng thái, Ngân hàng xiêm, Siam Bank",literal,scb_thailand,literal,TH0015010R16,,,,,,,,
438,uri,http://www.wikidata.org/entity/Q2038986,en,literal,Siam Commercial Bank,en,literal,Thailand,en,literal,financial institution,literal,141972924,,,,uri,http://www.scb.co.th,en,literal,credit institution,en,literal,"Bank of Siam, Ngân hàng thái, Ngân hàng xiêm, Siam Bank",literal,scb_thailand,literal,TH0015010R16,,,,,,,,
439,uri,http://www.wikidata.org/entity/Q2038986,en,literal,Siam Commercial Bank,en,literal,Thailand,en,literal,credit institution,literal,141972924,,,,uri,http://www.scb.co.th,en,literal,credit institution,en,literal,"Bank of Siam, Ngân hàng thái, Ngân hàng xiêm, Siam Bank",literal,scb_thailand,literal,TH0015010R16,,,,,,,,
440,uri,http://www.wikidata.org/entity/Q2038986,en,literal,Siam Commercial Bank,en,literal,Thailand,en,literal,business,literal,141972924,,,,uri,http://www.scb.co.th,en,literal,credit institution,en,literal,"Bank of Siam, Ngân hàng thái, Ngân hàng xiêm, Siam Bank",literal,scb_thailand,literal,TH0015010R16,,,,,,,,
441,uri,http://www.wikidata.org/entity/Q2842699,en,literal,Amen Bank,en,literal,Tunisia,en,literal,bank,,,,,,uri,http://www.amenbank.com.tn/,en,literal,Tunisian bank,,,,literal,AMENBANKTN,,,,,,,,,,
442,uri,http://www.wikidata.org/entity/Q2859320,fr,literal,Arab Bank - Syrie,en,literal,Syria,en,literal,bank,,,,,,uri,http://www.arabbank-syria.com/,,,,,,,,,,,literal,/g/120z_ny1,,,,,,
443,uri,http://www.wikidata.org/entity/Q2859320,fr,literal,Arab Bank - Syrie,en,literal,Syria,en,literal,business,,,,,,uri,http://www.arabbank-syria.com/,,,,,,,,,,,literal,/g/120z_ny1,,,,,,
444,uri,http://www.wikidata.org/entity/Q2859329,en,literal,Arab Tunisian Bank,en,literal,Tunisia,en,literal,bank,,,,,,uri,https://www.atb.tn/,en,literal,Tunisian Bank,en,literal,ATB,literal,ATBTunisie,,,,,,,uri,http://www.wikidata.org/entity/Q2629881,,
445,uri,http://www.wikidata.org/entity/Q2870100,en,literal,Attijari Bank,en,literal,Tunisia,en,literal,bank,,,,,,uri,http://www.attijaribank.com.tn/,en,literal,Tunisian commercial bank,fr,literal,Attijari Bank,,,,,literal,/g/1225qpdy,,,uri,http://www.wikidata.org/entity/Q758052,,
446,uri,http://www.wikidata.org/entity/Q2882969,en,literal,Banque Zitouna,en,literal,Tunisia,en,literal,bank,,,,,,uri,http://www.banquezitouna.com/,en,literal,Tunisian bank,en,literal,Zitouna Bank,literal,banque_zitouna,,,,,,,,,,
447,uri,http://www.wikidata.org/entity/Q2883020,fr,literal,Banque de financement des petites et moyennes entreprises,en,literal,Tunisia,en,literal,bank,,,,,,uri,http://www.bfpme.com.tn/,fr,literal,banque tunisienne,,,,,,,,literal,/g/1hc0gkpml,,,,,,
448,uri,http://www.wikidata.org/entity/Q2883022,en,literal,Mali Development Bank,en,literal,Mali,en,literal,bank,literal,146857711,,,,uri,http://www.bdm-sa.com/,en,literal,Malian banking institution,fr,literal,"BDM, BDU, Banque de developpement du Mali, Banque de développement du mali, Banque De Développement Du Mali, BDM-SA",,,,,,,,,,,,
449,uri,http://www.wikidata.org/entity/Q2883022,en,literal,Mali Development Bank,en,literal,Mali,en,literal,business,literal,146857711,,,,uri,http://www.bdm-sa.com/,en,literal,Malian banking institution,fr,literal,"BDM, BDU, Banque de developpement du Mali, Banque de développement du mali, Banque De Développement Du Mali, BDM-SA",,,,,,,,,,,,
450,uri,http://www.wikidata.org/entity/Q2883022,en,literal,Mali Development Bank,en,literal,Mali,en,literal,development bank,literal,146857711,,,,uri,http://www.bdm-sa.com/,en,literal,Malian banking institution,fr,literal,"BDM, BDU, Banque de developpement du Mali, Banque de développement du mali, Banque De Développement Du Mali, BDM-SA",,,,,,,,,,,,
451,uri,http://www.wikidata.org/entity/Q2883035,en,literal,BH Bank,en,literal,Tunisia,en,literal,bank,,,,,,uri,https://www.bhbank.tn/,en,literal,Tunisian bank,en,literal,Banque de l'Habitat,,,,,,,,,,,,
452,uri,http://www.wikidata.org/entity/Q2883405,en,literal,Malian Solidarity Bank,en,literal,Mali,en,literal,bank,,,,,,uri,http://www.bms-sa.ml/,en,literal,bank,fr,literal,"Banque malienne de solidarite, Banque Malienne De Solidarité",,,,,,,,,,,,
453,uri,http://www.wikidata.org/entity/Q2883405,en,literal,Malian Solidarity Bank,en,literal,Mali,en,literal,business,,,,,,uri,http://www.bms-sa.ml/,en,literal,bank,fr,literal,"Banque malienne de solidarite, Banque Malienne De Solidarité",,,,,,,,,,,,
454,uri,http://www.wikidata.org/entity/Q2883413,en,literal,National Agricultural Bank,en,literal,Tunisia,en,literal,bank,literal,262330189,,,,uri,http://www.bna.com.tn/,en,literal,Tunisian bank,en,literal,Banque Nationale Agricole,literal,BnaTunisie,,,,,,,,,,
455,uri,http://www.wikidata.org/entity/Q2883446,en,literal,Banque tuniso-koweïtienne,en,literal,Tunisia,en,literal,bank,,,,,,uri,http://www.btknet.com/,fr,literal,banque tunisienne,fr,literal,"Banque tuniso-koweitienne, Banque Tuniso-koweïtienne, Banque tuniso-koweïtienne de développement",,,,,literal,/g/1227d24q,,,,,,
456,uri,http://www.wikidata.org/entity/Q3347028,en,literal,Janata Bank,en,literal,Bangladesh,en,literal,bank,,,,,,uri,http://www.janatabank-bd.com/,en,literal,state-owned commercial bank of Bangladesh,en,literal,Janata Bank Limited,literal,JanataBank_UAE,,,,,,,,,,
457,uri,http://www.wikidata.org/entity/Q3347028,en,literal,Janata Bank,en,literal,Bangladesh,en,literal,financial institution,,,,,,uri,http://www.janatabank-bd.com/,en,literal,state-owned commercial bank of Bangladesh,en,literal,Janata Bank Limited,literal,JanataBank_UAE,,,,,,,,,,
458,uri,http://www.wikidata.org/entity/Q3347028,en,literal,Janata Bank,en,literal,Bangladesh,en,literal,business,,,,,,uri,http://www.janatabank-bd.com/,en,literal,state-owned commercial bank of Bangladesh,en,literal,Janata Bank Limited,literal,JanataBank_UAE,,,,,,,,,,
459,uri,http://www.wikidata.org/entity/Q3350382,en,literal,Sonali Bank,en,literal,Bangladesh,en,literal,bank,,,,,,uri,http://www.sonalibank.com.bd/,en,literal,state-owned Bangladeshi commercial banking institution,en,literal,Sonali Bank Limited,literal,sblbijoynagar,,,,,,,,,,
